Year,Reporter,Reporter Code,Partner,Partner Code,Commodity Code,Export,Import,World Exports,World Imports,Reporter_std,Partner_std,RTA_Name,Date of Entry into Force (G),Original signatories,Coverage,RTA Composition,Signatory1,Signatory2,Signatory1_std,Signatory2_std,Agreement Year,Total Partner Trade,Total World Trade,Agreement_Index,key,country,date,GDP,country_std,key_un
2000.0,"China, Hong Kong SAR",344.0,Georgia,268.0,TOTAL,1753432.0,1031371.0,202710000000.0,214068000000.0,Hong Kong,Georgia,"Hong Kong, China - Georgia",2019-02-13,"Georgia; Hong Kong, China",Goods & Services,Bilateral,"Hong Kong, China",Georgia,Hong Kong,Georgia,2019.0,2784803.0,416778000000.0,-19.0,Hong Kong-Georgia,"Hong Kong SAR, China",2000,171668164082.555,Hong Kong,"China, Hong Kong SAR-Georgia"
2000.0,"China, Hong Kong SAR",344.0,New Zealand,554.0,TOTAL,348158605.0,402787548.0,202710000000.0,214068000000.0,Hong Kong,New Zealand,"Hong Kong, China - New Zealand",2011-01-01,"Hong Kong, China; New Zealand",Goods & Services,Bilateral,"Hong Kong, China",New Zealand,Hong Kong,New Zealand,2011.0,750946153.0,416778000000.0,-11.0,Hong Kong-New Zealand,"Hong Kong SAR, China",2000,171668164082.555,Hong Kong,"China, Hong Kong SAR-New Zealand"
2000.0,"China, Macao SAR",446.0,China,156.0,TOTAL,269072943.0,893944533.0,2652958737.0,2182373147.0,Macau,China,"China - Macao, China",2003-10-17,"China; Macao, China",Goods & Services,Bilateral,"Macao, China",China,Macau,China,2003.0,1163017476.0,4835331884.0,-3.0,Macau-China,"Macao SAR, China",2000,6774193548.3871,Macau,"China, Macao SAR-China"
2000.0,"China, Macao SAR",446.0,"China, Hong Kong SAR",344.0,TOTAL,82008089.0,353675090.0,2652958737.0,2182373147.0,Macau,Hong Kong,"Hong Kong, China - Macao, China",2017-10-27,"Hong Kong, China; Macao, China",Goods & Services,Bilateral,"Macao, China","Hong Kong, China",Macau,Hong Kong,2017.0,435683179.0,4835331884.0,-17.0,Macau-Hong Kong,"Macao SAR, China",2000,6774193548.3871,Macau,"China, Macao SAR-China, Hong Kong SAR"
2000.0,Colombia,170.0,Canada,124.0,TOTAL,149427381.0,292918944.0,13158400847.0,11757001451.0,Colombia,Canada,Canada - Colombia,2011-08-15,Canada; Colombia,Goods & Services,Bilateral,Colombia,Canada,Colombia,Canada,2011.0,442346325.0,24915402298.0,-11.0,Colombia-Canada,Colombia,2000,99886577330.7271,Colombia,Colombia-Canada
2000.0,Colombia,170.0,Chile,152.0,TOTAL,191371553.0,255590732.0,13158400847.0,11757001451.0,Colombia,Chile,Chile - Colombia,2009-05-08,Chile; Colombia,Goods & Services,Bilateral,Colombia,Chile,Colombia,Chile,2009.0,446962285.0,24915402298.0,-9.0,Colombia-Chile,Colombia,2000,99886577330.7271,Colombia,Colombia-Chile
2000.0,Colombia,170.0,Costa Rica,188.0,TOTAL,121059995.0,12670797.0,13158400847.0,11757001451.0,Colombia,Costa Rica,Costa Rica - Colombia,2016-08-01,Colombia; Costa Rica,Goods & Services,Bilateral,Colombia,Costa Rica,Colombia,Costa Rica,2016.0,133730792.0,24915402298.0,-16.0,Colombia-Costa Rica,Colombia,2000,99886577330.7271,Colombia,Colombia-Costa Rica
2000.0,Colombia,170.0,Rep. of Korea,410.0,TOTAL,45585026.0,248461653.0,13158400847.0,11757001451.0,Colombia,South Korea,"Korea, Republic of - Colombia",2016-07-15,"Colombia; Korea, Republic of",Goods & Services,Bilateral,Colombia,"Korea, Republic of",Colombia,South Korea,2016.0,294046679.0,24915402298.0,-16.0,Colombia-South Korea,Colombia,2000,99886577330.7271,Colombia,Colombia-Rep. of Korea
2000.0,Colombia,170.0,USA,842.0,TOTAL,6632131633.0,3902644244.0,13158400847.0,11757001451.0,Colombia,United States,United States - Colombia,2012-05-15,Colombia; United States of America,Goods & Services,Bilateral,Colombia,United States of America,Colombia,United States,2012.0,10534775877.0,24915402298.0,-12.0,Colombia-United States,Colombia,2000,99886577330.7271,Colombia,Colombia-USA
2000.0,Costa Rica,188.0,Canada,124.0,TOTAL,34176245.0,72487725.0,5486878368.0,6028858249.0,Costa Rica,Canada,Canada - Costa Rica,2002-11-01,Canada; Costa Rica,Goods,Bilateral,Costa Rica,Canada,Costa Rica,Canada,2002.0,106663970.0,11515736617.0,-2.0,Costa Rica-Canada,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-Canada
2000.0,Costa Rica,188.0,Chile,152.0,TOTAL,3333312.0,51668803.0,5486878368.0,6028858249.0,Costa Rica,Chile,Chile - Costa Rica (Chile - Central America),2002-02-15,Chile; Costa Rica,Goods & Services,Bilateral,Costa Rica,Chile,Costa Rica,Chile,2002.0,55002115.0,11515736617.0,-2.0,Costa Rica-Chile,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-Chile
2000.0,Costa Rica,188.0,China,156.0,TOTAL,12660419.0,78428661.0,5486878368.0,6028858249.0,Costa Rica,China,China - Costa Rica ,2011-08-01,China; Costa Rica,Goods & Services,Bilateral,Costa Rica,China,Costa Rica,China,2011.0,91089080.0,11515736617.0,-11.0,Costa Rica-China,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-China
2000.0,Costa Rica,188.0,Colombia,170.0,TOTAL,18785194.0,116921761.0,5486878368.0,6028858249.0,Costa Rica,Colombia,Costa Rica - Colombia,2016-08-01,Colombia; Costa Rica,Goods & Services,Bilateral,Costa Rica,Colombia,Costa Rica,Colombia,2016.0,135706955.0,11515736617.0,-16.0,Costa Rica-Colombia,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-Colombia
2000.0,Costa Rica,188.0,Panama,591.0,TOTAL,126144661.0,91106799.0,5486878368.0,6028858249.0,Costa Rica,Panama,Panama - Costa Rica (Panama - Central America),2008-11-23,Costa Rica; Panama,Goods & Services,Bilateral,Costa Rica,Panama,Costa Rica,Panama,2008.0,217251460.0,11515736617.0,-8.0,Costa Rica-Panama,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-Panama
2000.0,Costa Rica,188.0,Peru,604.0,TOTAL,8976513.0,9918988.0,5486878368.0,6028858249.0,Costa Rica,Peru,Costa Rica - Peru,2013-06-01,Costa Rica; Peru,Goods & Services,Bilateral,Costa Rica,Peru,Costa Rica,Peru,2013.0,18895501.0,11515736617.0,-13.0,Costa Rica-Peru,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-Peru
2000.0,Costa Rica,188.0,Singapore,702.0,TOTAL,43672916.0,6870065.0,5486878368.0,6028858249.0,Costa Rica,Singapore,Costa Rica - Singapore,2013-07-01,Costa Rica; Singapore,Goods & Services,Bilateral,Costa Rica,Singapore,Costa Rica,Singapore,2013.0,50542981.0,11515736617.0,-13.0,Costa Rica-Singapore,Costa Rica,2000,15013629658.6521,Costa Rica,Costa Rica-Singapore
2000.0,Croatia,191.0,Albania,8.0,TOTAL,10140807.0,413765.0,4431597348.0,7886511618.0,Croatia,Albania,Croatia - Albania ,2003-06-01,Albania; Croatia,Goods,Bilateral,Croatia,Albania,Croatia,Albania,2003.0,10554572.0,12318108966.0,-3.0,Croatia-Albania,Croatia,2000,21807856145.1037,Croatia,Croatia-Albania
2000.0,Croatia,191.0,Bosnia Herzegovina,70.0,TOTAL,494826758.0,81614410.0,4431597348.0,7886511618.0,Croatia,Bosnia and Herzegovina,Croatia - Bosnia and Herzegovina,2001-01-01,Bosnia and Herzegovina; Croatia,Goods,Bilateral,Croatia,Bosnia and Herzegovina,Croatia,Bosnia and Herzegovina,2001.0,576441168.0,12318108966.0,-1.0,Croatia-Bosnia and Herzegovina,Croatia,2000,21807856145.1037,Croatia,Croatia-Bosnia Herzegovina
2000.0,Croatia,191.0,Rep. of Moldova,498.0,TOTAL,1796232.0,289987.0,4431597348.0,7886511618.0,Croatia,Moldova,Moldova - Croatia,2004-10-01,"Croatia; Moldova, Republic of",Goods,Bilateral,Croatia,"Moldova, Republic of",Croatia,Moldova,2004.0,2086219.0,12318108966.0,-4.0,Croatia-Moldova,Croatia,2000,21807856145.1037,Croatia,Croatia-Rep. of Moldova
2000.0,Croatia,191.0,Turkey,792.0,TOTAL,38214214.0,23139016.0,4431597348.0,7886511618.0,Croatia,Türkiye,Türkiye - Croatia,2003-07-01,Croatia; Türkiye,Goods,Bilateral,Croatia,Türkiye,Croatia,Türkiye,2003.0,61353230.0,12318108966.0,-3.0,Croatia-Türkiye,Croatia,2000,21807856145.1037,Croatia,Croatia-Turkey
2000.0,Cuba,192.0,El Salvador,222.0,TOTAL,274884.0,1087302.0,1676061811.0,4843261214.0,Cuba,El Salvador,El Salvador - Cuba,2012-08-01,Cuba; El Salvador,Goods,Bilateral,Cuba,El Salvador,Cuba,El Salvador,2012.0,1362186.0,6519323025.0,-12.0,Cuba-El Salvador,Cuba,2000,30565400000.0,Cuba,Cuba-El Salvador
2000.0,Cuba,192.0,Mexico,484.0,TOTAL,39288906.0,333297054.0,1676061811.0,4843261214.0,Cuba,Mexico,Mexico - Cuba,2001-02-28,Cuba; Mexico,Goods,Bilateral,Cuba,Mexico,Cuba,Mexico,2001.0,372585960.0,6519323025.0,-1.0,Cuba-Mexico,Cuba,2000,30565400000.0,Cuba,Cuba-Mexico
2000.0,Ecuador,218.0,El Salvador,222.0,TOTAL,114292215.0,684063.0,4821869284.0,3445927694.0,Ecuador,El Salvador,El Salvador - Ecuador,2017-11-16,Ecuador; El Salvador,Goods,Bilateral,Ecuador,El Salvador,Ecuador,El Salvador,2017.0,114976278.0,8267796978.0,-17.0,Ecuador-El Salvador,Ecuador,2000,18327764882.4412,Ecuador,Ecuador-El Salvador
2000.0,Egypt,818.0,Turkey,792.0,TOTAL,84433960.0,200746155.0,4710270524.0,14017798960.0,Egypt,Türkiye,Egypt - Türkiye,2007-03-01,Türkiye; Egypt,Goods,Bilateral,Egypt,Türkiye,Egypt,Türkiye,2007.0,285180115.0,18728069484.0,-7.0,Egypt-Türkiye,"Egypt, Arab Rep.",2000,99838543960.0763,Egypt,Egypt-Turkey
2000.0,El Salvador,222.0,Chile,152.0,TOTAL,1562273.0,22181029.0,3979745400.0,5620606279.0,El Salvador,Chile,Chile - El Salvador (Chile - Central America),2002-06-01,Chile; El Salvador,Goods & Services,Bilateral,El Salvador,Chile,El Salvador,Chile,2002.0,23743302.0,9600351679.0,-2.0,El Salvador-Chile,El Salvador,2000,11784927700.0,El Salvador,El Salvador-Chile
2000.0,El Salvador,222.0,Cuba,192.0,TOTAL,403531.0,380696.0,3979745400.0,5620606279.0,El Salvador,Cuba,El Salvador - Cuba,2012-08-01,Cuba; El Salvador,Goods,Bilateral,El Salvador,Cuba,El Salvador,Cuba,2012.0,784227.0,9600351679.0,-12.0,El Salvador-Cuba,El Salvador,2000,11784927700.0,El Salvador,El Salvador-Cuba
2000.0,El Salvador,222.0,Ecuador,218.0,TOTAL,794985.0,121597721.0,3979745400.0,5620606279.0,El Salvador,Ecuador,El Salvador - Ecuador,2017-11-16,Ecuador; El Salvador,Goods,Bilateral,El Salvador,Ecuador,El Salvador,Ecuador,2017.0,122392706.0,9600351679.0,-17.0,El Salvador-Ecuador,El Salvador,2000,11784927700.0,El Salvador,El Salvador-Ecuador
2000.0,El Salvador,222.0,Mexico,484.0,TOTAL,14563523.0,258328383.0,3979745400.0,5620606279.0,El Salvador,Mexico,Mexico - El Salvador (Mexico - Northern Triangle),2001-03-15,El Salvador; Mexico,Goods & Services,Bilateral,El Salvador,Mexico,El Salvador,Mexico,2001.0,272891906.0,9600351679.0,-1.0,El Salvador-Mexico,El Salvador,2000,11784927700.0,El Salvador,El Salvador-Mexico
2000.0,El Salvador,222.0,Panama,591.0,TOTAL,23891985.0,127033060.0,3979745400.0,5620606279.0,El Salvador,Panama,Panama - El Salvador (Panama - Central America),2003-04-11,El Salvador; Panama,Goods & Services,Bilateral,El Salvador,Panama,El Salvador,Panama,2003.0,150925045.0,9600351679.0,-3.0,El Salvador-Panama,El Salvador,2000,11784927700.0,El Salvador,El Salvador-Panama
2000.0,Estonia,233.0,Bulgaria,100.0,TOTAL,825261.0,4544775.0,3829703514.0,5051531691.0,Estonia,Bulgaria,Bulgaria - Estonia,2002-01-01,Bulgaria; Estonia,Goods,Bilateral,Estonia,Bulgaria,Estonia,Bulgaria,2002.0,5370036.0,8881235205.0,-2.0,Estonia-Bulgaria,Estonia,2000,5686579747.53524,Estonia,Estonia-Bulgaria
2000.0,Estonia,233.0,Hungary,348.0,TOTAL,24104914.0,26981466.0,3829703514.0,5051531691.0,Estonia,Hungary,Hungary - Estonia,2001-03-01,Estonia; Hungary,Goods,Bilateral,Estonia,Hungary,Estonia,Hungary,2001.0,51086380.0,8881235205.0,-1.0,Estonia-Hungary,Estonia,2000,5686579747.53524,Estonia,Estonia-Hungary
2000.0,Faeroe Isds,234.0,Iceland,352.0,TOTAL,8071082.0,22067421.0,476729053.0,532820288.0,Faeroe Islands,Iceland,Iceland - Faroe Islands,2006-11-01,Faeroe Islands; Iceland,Goods & Services,Bilateral,Faeroe Islands,Iceland,Faeroe Islands,Iceland,2006.0,30138503.0,1009549341.0,-6.0,Faeroe Islands-Iceland,Faroe Islands,2000,1067115339.41186,Faeroe Islands,Faeroe Isds-Iceland
2000.0,Faeroe Isds,234.0,Turkey,792.0,TOTAL,10249.0,1195510.0,476729053.0,532820288.0,Faeroe Islands,Türkiye,Türkiye - Faeroe Islands,2017-10-01,Faeroe Islands; Türkiye,Goods,Bilateral,Faeroe Islands,Türkiye,Faeroe Islands,Türkiye,2017.0,1205759.0,1009549341.0,-17.0,Faeroe Islands-Türkiye,Faroe Islands,2000,1067115339.41186,Faeroe Islands,Faeroe Isds-Turkey
2000.0,Georgia,268.0,China,156.0,TOTAL,907648.0,2908251.0,322748680.0,709376222.0,Georgia,China,China - Georgia ,2018-01-01,China; Georgia,Goods & Services,Bilateral,Georgia,China,Georgia,China,2018.0,3815899.0,1032124902.0,-18.0,Georgia-China,Georgia,2000,3057475335.18846,Georgia,Georgia-China
2000.0,Georgia,268.0,"China, Hong Kong SAR",344.0,TOTAL,4800.0,285803.0,322748680.0,709376222.0,Georgia,Hong Kong,"Hong Kong, China - Georgia",2019-02-13,"Georgia; Hong Kong, China",Goods & Services,Bilateral,Georgia,"Hong Kong, China",Georgia,Hong Kong,2019.0,290603.0,1032124902.0,-19.0,Georgia-Hong Kong,Georgia,2000,3057475335.18846,Georgia,"Georgia-China, Hong Kong SAR"
2000.0,Georgia,268.0,Turkey,792.0,TOTAL,72836468.0,111090120.0,322748680.0,709376222.0,Georgia,Türkiye,Türkiye - Georgia,2008-11-01,Georgia; Türkiye,Goods,Bilateral,Georgia,Türkiye,Georgia,Türkiye,2008.0,183926588.0,1032124902.0,-8.0,Georgia-Türkiye,Georgia,2000,3057475335.18846,Georgia,Georgia-Turkey
2000.0,Georgia,268.0,Turkmenistan,795.0,TOTAL,10615150.0,13304249.0,322748680.0,709376222.0,Georgia,Turkmenistan,Georgia - Turkmenistan ,2000-01-01,Georgia; Turkmenistan,Goods,Bilateral,Georgia,Turkmenistan,Georgia,Turkmenistan,2000.0,23919399.0,1032124902.0,0.0,Georgia-Turkmenistan,Georgia,2000,3057475335.18846,Georgia,Georgia-Turkmenistan
2000.0,Guatemala,320.0,Chile,152.0,TOTAL,11539243.0,22775721.0,2699033933.0,5167280841.0,Guatemala,Chile,Chile - Guatemala (Chile - Central America),2010-03-23,Chile; Guatemala,Goods & Services,Bilateral,Guatemala,Chile,Guatemala,Chile,2010.0,34314964.0,7866314774.0,-10.0,Guatemala-Chile,Guatemala,2000,19288827158.9035,Guatemala,Guatemala-Chile
2000.0,Guatemala,320.0,Mexico,484.0,TOTAL,120182598.0,575990501.0,2699033933.0,5167280841.0,Guatemala,Mexico,Mexico - Guatemala (Mexico - Northern Triangle),2001-03-15,Guatemala; Mexico,Goods & Services,Bilateral,Guatemala,Mexico,Guatemala,Mexico,2001.0,696173099.0,7866314774.0,-1.0,Guatemala-Mexico,Guatemala,2000,19288827158.9035,Guatemala,Guatemala-Mexico
2000.0,Guatemala,320.0,Panama,591.0,TOTAL,54723005.0,162554013.0,2699033933.0,5167280841.0,Guatemala,Panama,Panama - Guatemala (Panama - Central America),2009-06-20,Guatemala; Panama,Goods & Services,Bilateral,Guatemala,Panama,Guatemala,Panama,2009.0,217277018.0,7866314774.0,-9.0,Guatemala-Panama,Guatemala,2000,19288827158.9035,Guatemala,Guatemala-Panama
2000.0,Honduras,340.0,Canada,124.0,TOTAL,2311256.0,18831688.0,1358695476.0,2826107236.0,Honduras,Canada,Canada - Honduras,2014-10-01,Canada; Honduras,Goods & Services,Bilateral,Honduras,Canada,Honduras,Canada,2014.0,21142944.0,4184802712.0,-14.0,Honduras-Canada,Honduras,2000,7186650135.43927,Honduras,Honduras-Canada
2000.0,Honduras,340.0,Chile,152.0,TOTAL,173326.0,10392328.0,1358695476.0,2826107236.0,Honduras,Chile,Chile - Honduras (Chile - Central America),2008-07-19,Chile; Honduras,Goods & Services,Bilateral,Honduras,Chile,Honduras,Chile,2008.0,10565654.0,4184802712.0,-8.0,Honduras-Chile,Honduras,2000,7186650135.43927,Honduras,Honduras-Chile
2000.0,Honduras,340.0,Mexico,484.0,TOTAL,5722139.0,140389661.0,1358695476.0,2826107236.0,Honduras,Mexico,Mexico - Honduras (Mexico - Northern Triangle),2001-06-01,Honduras; Mexico,Goods & Services,Bilateral,Honduras,Mexico,Honduras,Mexico,2001.0,146111800.0,4184802712.0,-1.0,Honduras-Mexico,Honduras,2000,7186650135.43927,Honduras,Honduras-Mexico
2000.0,Honduras,340.0,Panama,591.0,TOTAL,4939185.0,133458792.0,1358695476.0,2826107236.0,Honduras,Panama,Panama - Honduras (Panama - Central America),2009-01-09,Honduras; Panama,Goods & Services,Bilateral,Honduras,Panama,Honduras,Panama,2009.0,138397977.0,4184802712.0,-9.0,Honduras-Panama,Honduras,2000,7186650135.43927,Honduras,Honduras-Panama
2000.0,Honduras,340.0,Peru,604.0,TOTAL,91135.0,3698404.0,1358695476.0,2826107236.0,Honduras,Peru,Peru - Honduras,2017-01-01,Honduras; Peru,Goods & Services,Bilateral,Honduras,Peru,Honduras,Peru,2017.0,3789539.0,4184802712.0,-17.0,Honduras-Peru,Honduras,2000,7186650135.43927,Honduras,Honduras-Peru
2000.0,Hungary,348.0,Estonia,233.0,TOTAL,19431000.0,17887000.0,28092242000.0,32080002000.0,Hungary,Estonia,Hungary - Estonia,2001-03-01,Estonia; Hungary,Goods,Bilateral,Hungary,Estonia,Hungary,Estonia,2001.0,37318000.0,60172244000.0,-1.0,Hungary-Estonia,Hungary,2000,47218405892.4258,Hungary,Hungary-Estonia
2000.0,Hungary,348.0,Latvia,428.0,TOTAL,26754000.0,2694000.0,28092242000.0,32080002000.0,Hungary,Latvia,Hungary - Latvia,2000-01-01,Hungary; Latvia,Goods,Bilateral,Hungary,Latvia,Hungary,Latvia,2000.0,29448000.0,60172244000.0,0.0,Hungary-Latvia,Hungary,2000,47218405892.4258,Hungary,Hungary-Latvia
2000.0,Hungary,348.0,Lithuania,440.0,TOTAL,44980000.0,7128000.0,28092242000.0,32080002000.0,Hungary,Lithuania,Hungary - Lithuania,2000-03-01,Hungary; Lithuania,Goods,Bilateral,Hungary,Lithuania,Hungary,Lithuania,2000.0,52108000.0,60172244000.0,0.0,Hungary-Lithuania,Hungary,2000,47218405892.4258,Hungary,Hungary-Lithuania
2000.0,Iceland,352.0,China,156.0,TOTAL,11191652.0,47952100.0,1900881302.0,2582983029.0,Iceland,China,Iceland - China,2014-07-01,China; Iceland,Goods & Services,Bilateral,Iceland,China,Iceland,China,2014.0,59143752.0,4483864331.0,-14.0,Iceland-China,Iceland,2000,9025660361.75842,Iceland,Iceland-China
2000.0,Iceland,352.0,Faeroe Isds,234.0,TOTAL,27613246.0,7674908.0,1900881302.0,2582983029.0,Iceland,Faeroe Islands,Iceland - Faroe Islands,2006-11-01,Faeroe Islands; Iceland,Goods & Services,Bilateral,Iceland,Faeroe Islands,Iceland,Faeroe Islands,2006.0,35288154.0,4483864331.0,-6.0,Iceland-Faeroe Islands,Iceland,2000,9025660361.75842,Iceland,Iceland-Faeroe Isds
2000.0,India,699.0,Afghanistan,4.0,TOTAL,23311185.0,25937914.0,42358096158.0,52940251405.0,India,Afghanistan,India - Afghanistan,2003-05-13,Afghanistan; India,Goods,Bilateral,India,Afghanistan,India,Afghanistan,2003.0,49249099.0,95298347563.0,-3.0,India-Afghanistan,India,2000,468394937262.37,India,India-Afghanistan
2000.0,India,699.0,Bhutan,64.0,TOTAL,1087003.0,18330761.0,42358096158.0,52940251405.0,India,Bhutan,India - Bhutan,2006-07-29,Bhutan; India,Goods,Bilateral,India,Bhutan,India,Bhutan,2006.0,19417764.0,95298347563.0,-6.0,India-Bhutan,India,2000,468394937262.37,India,India-Bhutan
2000.0,India,699.0,Chile,152.0,TOTAL,102882829.0,68646896.0,42358096158.0,52940251405.0,India,Chile,Chile - India,2007-08-17,Chile; India,Goods,Bilateral,India,Chile,India,Chile,2007.0,171529725.0,95298347563.0,-7.0,India-Chile,India,2000,468394937262.37,India,India-Chile
2000.0,India,699.0,Japan,392.0,TOTAL,1827671111.0,2218822374.0,42358096158.0,52940251405.0,India,Japan,India - Japan,2011-08-01,India; Japan,Goods & Services,Bilateral,India,Japan,India,Japan,2011.0,4046493485.0,95298347563.0,-11.0,India-Japan,India,2000,468394937262.37,India,India-Japan
2000.0,India,699.0,Malaysia,458.0,TOTAL,530951428.0,1311030331.0,42358096158.0,52940251405.0,India,Malaysia,India - Malaysia,2011-07-01,India; Malaysia,Goods & Services,Bilateral,India,Malaysia,India,Malaysia,2011.0,1841981759.0,95298347563.0,-11.0,India-Malaysia,India,2000,468394937262.37,India,India-Malaysia
2000.0,India,699.0,Nepal,524.0,TOTAL,139842514.0,258462800.0,42358096158.0,52940251405.0,India,Nepal,India - Nepal,2009-10-27,India; Nepal,Goods,Bilateral,India,Nepal,India,Nepal,2009.0,398305314.0,95298347563.0,-9.0,India-Nepal,India,2000,468394937262.37,India,India-Nepal
2000.0,India,699.0,Rep. of Korea,410.0,TOTAL,439127531.0,817051326.0,42358096158.0,52940251405.0,India,South Korea,"Korea, Republic of - India",2010-01-01,"India; Korea, Republic of",Goods & Services,Bilateral,India,"Korea, Republic of",India,South Korea,2010.0,1256178857.0,95298347563.0,-10.0,India-South Korea,India,2000,468394937262.37,India,India-Rep. of Korea
2000.0,India,699.0,Singapore,702.0,TOTAL,787048120.0,1401559789.0,42358096158.0,52940251405.0,India,Singapore,India - Singapore,2005-08-01,India; Singapore,Goods & Services,Bilateral,India,Singapore,India,Singapore,2005.0,2188607909.0,95298347563.0,-5.0,India-Singapore,India,2000,468394937262.37,India,India-Singapore
2000.0,India,699.0,Sri Lanka,144.0,TOTAL,594165480.0,39849913.0,42358096158.0,52940251405.0,India,Sri Lanka,India - Sri Lanka,2000-03-01,Sri Lanka; India,Goods,Bilateral,India,Sri Lanka,India,Sri Lanka,2000.0,634015393.0,95298347563.0,0.0,India-Sri Lanka,India,2000,468394937262.37,India,India-Sri Lanka
2000.0,India,699.0,Thailand,764.0,TOTAL,525237272.0,339212385.0,42358096158.0,52940251405.0,India,Thailand,India - Thailand,2004-09-01,India; Thailand,Goods,Bilateral,India,Thailand,India,Thailand,2004.0,864449657.0,95298347563.0,-4.0,India-Thailand,India,2000,468394937262.37,India,India-Thailand
2000.0,Indonesia,360.0,Chile,152.0,TOTAL,84734701.0,109026495.0,62124006936.0,33514804833.0,Indonesia,Chile,Chile - Indonesia,2019-08-10,Chile; Indonesia,Goods,Bilateral,Indonesia,Chile,Indonesia,Chile,2019.0,193761196.0,95638811769.0,-19.0,Indonesia-Chile,Indonesia,2000,165021012077.81,Indonesia,Indonesia-Chile
2000.0,Indonesia,360.0,Japan,392.0,TOTAL,14415189665.0,5397254926.0,62124006936.0,33514804833.0,Indonesia,Japan,Japan - Indonesia ,2008-07-01,Indonesia; Japan,Goods & Services,Bilateral,Indonesia,Japan,Indonesia,Japan,2008.0,19812444591.0,95638811769.0,-8.0,Indonesia-Japan,Indonesia,2000,165021012077.81,Indonesia,Indonesia-Japan
2000.0,Indonesia,360.0,Pakistan,586.0,TOTAL,149232798.0,131075139.0,62124006936.0,33514804833.0,Indonesia,Pakistan,Indonesia - Pakistan,2013-09-01,Indonesia; Pakistan,Goods,Bilateral,Indonesia,Pakistan,Indonesia,Pakistan,2013.0,280307937.0,95638811769.0,-13.0,Indonesia-Pakistan,Indonesia,2000,165021012077.81,Indonesia,Indonesia-Pakistan
2000.0,Israel,376.0,Bulgaria,100.0,TOTAL,11055000.0,30101000.0,31407370000.0,35742024000.0,Israel,Bulgaria,Bulgaria - Israel,2002-01-01,Bulgaria; Israel,Goods,Bilateral,Israel,Bulgaria,Israel,Bulgaria,2002.0,41156000.0,67149394000.0,-2.0,Israel-Bulgaria,Israel,2000,136035771711.672,Israel,Israel-Bulgaria
2000.0,Israel,376.0,Mexico,484.0,TOTAL,212888000.0,17189000.0,31407370000.0,35742024000.0,Israel,Mexico,Israel - Mexico,2000-07-01,Israel; Mexico,Goods,Bilateral,Israel,Mexico,Israel,Mexico,2000.0,230077000.0,67149394000.0,0.0,Israel-Mexico,Israel,2000,136035771711.672,Israel,Israel-Mexico
2000.0,Israel,376.0,Romania,642.0,TOTAL,94425000.0,64091000.0,31407370000.0,35742024000.0,Israel,Romania,Romania - Israel,2001-07-01,Israel; Romania,Goods,Bilateral,Israel,Romania,Israel,Romania,2001.0,158516000.0,67149394000.0,-1.0,Israel-Romania,Israel,2000,136035771711.672,Israel,Israel-Romania
